,0,1,2,3
1079,SaSa Software,https://www.sasa-software.com,"<p><span style=""color: rgb(5, 37, 61);"">Fully integrated CDR file sanitization modules that blend seamlessly with your existing network security tools.</span></p><p><span style=""color: rgb(5, 37, 61);"">GateScanner’s high configurability matches the most exacting requirements and unique network topologies.&nbsp;</span></p>",<p>Israel</p>
1080,Saviynt,https://www.saviynt.com/,"Saviynt provides cloud access governance and intelligence for data protection, privacy, and regulatory requirements.","Saviynt USA / Headquarters
5777 West Century Boulevard, Suite 838
Los Angeles, California 90045
Tel: (310) 641 – 1664"
1081,SCADAfence,https://www.scadafence.com/,SCADAfence Ltd. develops cyber security solutions to protect the industrial Internet of Things in manufacturing industries and critical infrastructure.,"77 HaEnergia Street
Be’er Sheva, 8410501
Israel
Tel: 972 58 654 9874"
1082,SCADAhacker,https://www.scadahacker.com/,"SCADAhacker provides a range of information, training, and resources for SCADA security.","SCADAhacker
Appleton, Wisconsin
info.web@scadahacker.com"
1083,SDG,https://www.sdgc.com/,"SDG provides a governance, risk, and compliance (GRC) platform for the enterprise called TruOps.","SDG
55 North Water Street
Norwalk, Connecticut 06854
Tel: (203) 866 - 8886"
1084,SDS,https://www.sdsusa.com/,"SDS provides products that focus on security, encryption, data compression, performance monitoring, report distribution, and client-server applications for mainframes.","SDS
1322 81st Ave NE
Spring Lake Park, MN
55432-2116 USA
Tel: (800) 443-6183"
1085,Seamoon,https://www.seamoon.com.cn/,Seamoon is a one-time password (OTP) manufacturer supporting a variety of applications including remote access and banking.,"Shenzen Seamoon Technology Co. Ltd.
The 2nd Floor A3 Tower of Jinshun Industrial Park,
Anliang Anju Road, 518115
China
Contact: Mr. Li
lipeiji@seamoon.com.cn"
1086,SecBi,https://www.secbi.com/,"Today, SecBI is a disruptive player in automated cyber threat detection and network traffic analysis. SecBI’s technology is used by financial institutions, telecoms, retailers, manufacturing and other enterprises worldwide.","SecBi
The Mixer
101 Rokach Blvd Tel Aviv
6153101"
1087,SecDev Group,https://www.secdev.com/,SecDev Group is a cyber research think tank that provides open intelligence to improve awareness in cyber security and related areas.,"SecDev Group
45 O’Connor Street
Ottawa, ON K1P 1B1
Canada
Tel: (613) 755 - 4007"
1088,Seceon,https://www.seceon.com,"<p>Artificial Intelligence driven cyber threat detection and remediation platforms for Enterprises and Managed Security Service Providers (MSSP). The platform empowers Enterprises and MSSPs to analyze operational security data, proactively detect threats and vulnerabilities, and automatically contain and eliminate them in real-time. It also goes beyond traditional defense-in-depth based Silo tools to provide “Comprehensive Cybersecurity for the Digital-Era” through the coalescence of Seceon’s Dynamic Threat Models, Machine Learning and Artificial Intelligence (AI) with actionable contextual awareness.</p>","<p>238 Littleton Road</p><p>Suite #206</p><p>Westford, MA 01886</p>"
1089,SECFORCE,https://www.secforce.com/,SECFORCE offers a range of penetration testing services and tools.,"SECFORCE
Suite 11
Beaufort Court, Admirals Way
Canary Wharf
E14 9XL, London
United Kingdom
info@secforce.co.uk"
1090,Seclore,https://www.seclore.com/,Seclore provides enterprise digital rights management solutions that enables organizations to control the usage of files.,"Seclore
157 South Murphy Avenue
Sunnyvale, California 94086
Tel: (844) 473 - 2567"
1091,Secnology,https://www.secnology.com/,Secnology provides range of tools for performing log management and analysis functions.,"Secnology Corporate
747 El Granada Boulevard, Suite 2547
EL Granada, California 94018
Tel: (415) 762 – 1820"
1092,SecondWrite,https://www.secondwrite.com/,"SecondWrite’s sandbox detects advanced malware including APT’s, targeted attacks, and zero-day evasions.","SecondWrite
5000 College Ave. #2104
College Park, Maryland 20740"
1093,SecPoint,https://www.secpoint.com/,"SecPoint provides IT security products including a vulnerability scanner, UTM firewall, and Web scanner.","SecPoint
Skindergade 15
DK-1159 Copenhagen K
Denmark
Tel: +45 70 235 245"
1094,SecSign,https://www.secsign.com/,"SecSign Technologies provides two-factor authentication, encryption, and related file sharing capabilities.","SecSign Technologies
2831 St. Rose Parkway, Suite 200
Henderson, Nevada 89052"
1095,Secudit (OUT OF BUSINESS),,,
1096,Secudrive,https://www.secudrives.com/,"Secudrive provides data loss prevention as well as secure USBs, copy protected USBs, secure file servers, and other security solutions.","Secudrive – Brainzsquare, Inc.
4340 Almaden Expressway, Suite 130
San Jose, California 95118
Tel: (408) 613 – 2561"
1097,SecuGen,https://www.secugen.com/,"SecuGen Corporation is a provider of advanced, optical fingerprint recognition technology, products, tools, and platforms.","SecuGen Corporation
2065 Martin Avenue Suite 108
Santa Clara, California 95050
Tel: (408) 727 - 7787"
1098,Secunet,https://www.secunet.com/en,Secunet Security Networks offers businesses and governments with IT security solutions.,"Secunet Security Netwroks
Kurfuerstenstrasse 58
45138 Essen
Germany"
1099,SecureAge Technology,https://www.secureage.com/,"SecureAge Technology provides data protection solutions that help prevent, protect, and shield governments and enterprises from data breaches.","SecureAge
3 Fusionopolis Way
05-21 Symbiosis
Singapore 138633"
1100,Secure Anchor,https://www.secureanchor.com/,"Secure Anchor provides a range of security consulting services including vulnerability assessment, penetration testing, and forensics.","Secure Anchor
11951 Freedom Drive
13th Floor
Reston, Virginia 20190
Tel: (703) 251 – 4410"
1101,SecureAuth,https://www.secureauth.com/,"SecureAuth provides an identity management solution that supports enterprise requirements for single sign-on and two-factor authentication for mobile, web, and cloud applications.","SecureAuth Corporate Headquarters
8965 Research Drive
Irvine, California 92618
Tel: (949) 777 - 6959"
1102,Secure Channels,https://www.securechannels.com/,Secure Channels provides a range of data encryption solutions for various types of systems and applications.,"Secure Channels
16400 Bake Parkway, Suite 100
Irvine, California 92618
Tel: (855) 825 – 6766
contact@securechannels.com"
1103,Secure Decisions,https://www.securedecisions.com/,"Secure Decisions provides a range of cyber security R&D solutions for analysis support of software, networks, and other systems.","Secure Decisions
6 Bayview Avenue
Northport, New York 11768 – 1502
Tel: (631) 759 – 3801"
1104,Secure Digital Solutions,https://trustsds.com,"<p>Secure Digital Solutions provides a range of IT security, and governance, risk, and compliance (GRC) consulting services.</p>","<p>Secure Digital Solutions 5353 Gamble Drive, Suite 300 St. Louis Park, Minnesota 55416 Tel: (952) 544 – 0234</p>"
1105,Secured Touch,https://securedtouch.com,Secured Touch provides multi-factor authentication and real-time behavioral monitoring of business profiles.,"Secured Touch
10 Ahaliav Street
Ramat Gan, 5252263
Isreal
Tel: +972 73 3946122"
1106,Secure-IC,https://www.secure-ic.com/,Secure-IC provides solutions for embedded security including secure cores and fault injection.,"Secure-IC SAS
ZAC des Champs Blancs,
15, rue Claude Chappe – Bat B.
35510 Cesson-Sevigne, France
Tel: +33 2 99 12 18 72"
1107,Secure Ideas,https://www.secureideas.com/,Secure Ideas provides a range of security consulting solutions including penetration testing.,"Secure Ideas
2970 Hartley Road, Suite 200-A
Jacksonville, Florida 32257
Tel: (866) 404 – 7837"
1108,SecureKey,https://www.securekey.com/,SecureKey offers identity and authentication solutions for online consumer service providers.,"SecureKey
4101 Yonge Street, Suite 501
Toronto, Ontario
Canada M2P 1N6"
1109,SecureLink,https://www.securelink.com/,"SecureLink provides a solution for secure, remote support with audit and accountability.","SecureLink, Inc.
11402 Bee Cave Road
Austin, Texas 78738
Tel: (512) 637 – 8700"
1110,SecureLogix,https://www.securelogix.com/,The SecureLogix Enterprise Telephony Management (ETM) System platform offers security protections for voice and unified communications including policy enforcement and telephony denial-of-service (TDOS) risk reduction.,"SecureLogix
13750 San Pedro, Suite 820
San Antonio, Texas 78232
Tel: (210) 402 – 9669
info@securelogix.com"
1111,SecureMySocial,https://www.securemysocial.com/,"SecureMySocial provides real-time business, physical, and regulatory risk warnings for users of social media.","SecureMySocial
New York, New York
Tel: (646) 546 – 5621"
1112,SecureNation,https://www.securenation.net/,"SecureNation provides IT security, compliance, and information assurance solutions through value added resale partnerships with technology vendors.","SecureNation, LLC
717 S. Foster Drive, Suite 230
Baton Rouge, Louisiana 70806
Tel: (225) 636 – 2180"
1113,Secure Ninja,https://www.secureninja.com/,Secure Ninja provides specialized cyber security training and IT security and testing services.,"Secure Ninja
901 N. Pitt Street, #105
Alexandria, Virginia 22314
Tel: (703) 535 – 8600"
1114,SecurEnvoy,https://www.securenvoy.com/,"SecurEnvoy provides strong, two-factor authentication with mobile, voice, and other factors.","SecurEnvoy Global HQ
The Square
Basing View
Basingtoke
Hampshire RG21 4EB
United Kingdom
Tel: +44 (0) 845 2600010"
1115,SecurePush,https://www.securepush.com/,SecurePush provides a layer of additional multi-factor authentication for managing identities across various devices and applications.,"SecurePush, LTD
21 Haarba’s St. Platinum Tower, 9th Floor
Tel Aviv 64739
Israel
Tel: +972 54 4794138"
1116,Secure Recruiting International,http://securerecruiting.com/,Secure Recruiting International provides search and recruiting services for the cyber security industry.,"Secure Recruiting
162 Barbados Ave.
Tampa, Florida 33606
Tel: (813) 258 – 8303
asecure@securerecruiting.com"
1117,VERIDIFY,http://www.veridify.com/,"<p>VERIDIFY delivers fast, small footprint, ultra-low-energy quantum-resistant, public-key security tools for low-resource processors powering the Internet of Things (IoT). SecureRF security solutions provide device-to-device security, secure boot, and secure software updates for wireless sensors, NFC and Bluetooth devices.</p><p><br></p><p>F/K/A Secure RF</p>","<p>100 Beard Saw Mill Road, Suite 350</p><p>Shelton, CT 06484</p><p><br></p>"
1118,SecureStack,https://securestack.com/,<p>SecureStack supports web application security through intelligent automation for software development.</p>,"<p>SecureStack</p><p>Gold Coast</p><p>Queensland, Australia</p>"
1119,SecureStrux,http://securestrux.com/,"SecureStrux is a women-owned small business cybersecurity consulting firm that provides specialized services in the areas of compliance, vulnerability management, computer network defense, and cybersecurity strategies.","SecureStrux, LLC
2011 Crystal Dr., Suite 400
Arlington, VA, 22202
Tel: (703) 682-6885"
1120,SecureWorx,http://www.secureworx.com.au/,SecureWorx provides a range of security/information assurance and consulting solutions with emphasis on the Australian Government.,"SecureWorx
Level 6, 94 Elizabeth Street
Melbourne, 3000
Australia
Tel: 03 9079 5077"
1121,Securicon,https://www.securicon.com/,"Securicon provides a range of security solutions including assessments with emphasis on SCADA, process control, and other areas.","Securicon
5400 Shawnee Road, Suite 206
Alexandria, Virginia 22312
Tel: (877) 914 – 2780"
1122,Security Art,https://www.security-art.com/,Security Art provides a range of cyber security consulting services including red team exercises.,"Security Art
5 Brener Street
Tel Aviv, 6382624
Israel"
1123,Security Audit Systems,https://www.security-audit.com/,Security Audit Systems provides a range of security consulting services including penetration testing.,"Security Audit Systems
South West Office HQ
3 Princes Street
Bath BA1 1HL
Tel: +44 (0) 207 0439 349"
1124,The Security Awareness Company,https://www.thesecurityawarenesscompany.com/,The Security Awareness Company provides end-user security awareness training materials.,"The Security Awareness Company
Saundersville Road
Old Hickory, Tennessee 37138
Tel: (727) 393 – 6600"
1125,Security Brigade,https://www.securitybrigade.com/,"Security Brigade is a CERT-In empaneled information security consulting firm that is tailored towards customers looking for manual application security services. The company has a core focus on Penetration Testing, Vulnerability Assessment, Web-application Security, and Source Code Security Audit.","3rd Floor,Kohinoor Estate, 165, Sun Mills Compound Rd,
Lower Parel,
Mumbai - 400013,
Maharashtra - India"
1126,Security Compass,https://www.securitycompass.com/,"Security Compass is an application security solutions company that helps customers to proactively manage cybersecurity risk, without slowing down business. They offer DevSecOps for Application Security program solutions comprised of advisory services, training, and SD Elements, an award-winning policy-to-procedure platform for security and compliance.   
 ","Security Compass
390 Queens Quay, Floor 2
Toronto, Ontario
Canada
M5V 3A6"
1127,SecurityDAM,http://www.securitydam.com/,SecurityDAM provides a DDOS detection and mitigation solution for communications service providers.,"SecurityDAM
ZIV Towers, Building A, Floor 1
24 Raoul Wallenberg Street
Tel Aviv, Israel 69719
Tel: +972 (3) 7659894"
1128,Security-Database,https://www.security-database.com/,Security-Database monitors and provides dashboard summaries of vulnerabilities for a variety of products.,"Security-Database
Paris, France
info@security-database.com"
1129,SecurityHeadhunter,http://www.securityheadhunter.com/,SecurityHeadhunter provides search and recruitment services for information security professionals.,"SecurityHeadhunter
PO Box 620298
Oviedo, Florida 32762
Tel: (407) 365 – 2404
Bell@SecurityHeadhunter.com"
1130,Security in Motion (OUT OF BUSINESS),https://www.securityinmotion.com.uk/,<p>Security in Motion provides IT security solutions included value added resale of security technology products.</p>,"<p>Security in Motion 207 Regent Street, 3rd Floor London W1B 3HH Tel: 0845 053 7209</p>"
1131,Security Innovation,https://www.securityinnovation.com/,"Security Innovation provides application security training, software security assessments and consulting to organizations globally. Organizations rely on its assessment and training solutions to make the use of software systems safer in the most challenging environments - whether in Web applications, IoT devices, or the cloud.
 ","Security Innovation
187 Ballardvale Street, Suite A180
Wilmington, Massachusetts 01887
 "
1132,Security Management Partners,https://www.smpone.com/,Security Management Partners provides security and IT assurance-consulting services.,"Security Management Partners
391 Totten Pond Road #201
Waltham, Massachusetts 02451
Tel: (781) 890 – 7671"
1133,Security Mentor,https://www.securitymentor.com/,Security Mentor provides a range of Web-based security awareness training for corporate employees.,"Security Mentor
1120 Forest Avenue, #244
Pacific Grove, California 93950
Tel: (831) 656 – 0133"
1134,SecurityMetrics,https://www.securitymetrics.com/,"SecurityMetrics provides PCI DSS, HIPAA, and data security compliance assessments.","SecurityMetrics
1275 W. 1600 N.
Orem, Utah 84057"
1135,Security on Demand,https://www.securityondemand.com/,Security on Demand provides a range of managed and on-premise security services including security operations and cloud security.,"Security on Demand
12121 Scripps Summit Drive, Suite 320
San Diego, California 92131
Tel: (888) 863 – 1117"
1136,SecurityOrb,https://www.securityorb.com/,Security Orb provides training and information on security and privacy-related issues.,"SecurityOrb
43 Randolph Road, Suite 144
Silver Spring, Maryland 20904
Tel: (240) 880 – 8947"
1137,SecurityRecruiter,https://www.securityrecruiter.com/,SecurityRecruiter provides a range of search and recruiting services for information security professionals.,"SecurityRecruiter
P.O. Box 398
Woodland Park, Colorado 80866
Tel: (719) 686 – 8810
information@securityrecruiter.com"
1138,Security Risk Solutions,http://www.securityrisksolutions.com/,Security Risk Solutions provides information security and compliance consulting services.,"Security Risk Solutions
698 Fishermans Bend
Mt. Pleasant, South Carolina 29464
Tel: (843) 647 – 1556"
1139,Security Scorecard,https://www.securityscorecard.com/,Security Scorecard provides a threat management system for collecting security-related information on the enterprise.,"Security Scorecard
214 West 29th Street, 5th Floor
New York, New York 10001"
1140,SecurityTracker,http://www.securitytracker.com/,SecurityTracker provides free and premium security threat and vulnerability advisory information.,"SecurityTracker
8639 B 16th Street, #110
Silver Spring, Maryland 20910
Tel: (866) 241 – 3895
help@securitytracker.com"
1141,Security University,https://www.securityuniversity.net/,"Security University provides hands-on performance based Qualified/ Information Security Professional and Qualified/ Information Assurance “Certificate Programs of Mastery”, CISSP preparation and CompTIA certification training.","Security University
510 Spring Street, Suite 130
Herndon, Virginia 20170
Tel: (877) 357 – 7744"
1142,Security Weaver,https://www.securityweaver.com/,"Security Weaver offers governance, risk, and compliance (GRC) solutions for SAP users.","Security Weaver
401 West A Street, Suite 2200
San Diego, California 92101
Tel: (800) 620 - 4210

International Office
Strawinskylaan 3051
1077 ZX Amsterdam
The Netherlands
Tel: +31 20 301 2145"
1143,Secur1ty (OUT OF BUSINESS),https://www.secur1ty.com/,<p>Secur1ty provides a social platform for connecting customers with security experts on demand.</p>,"<p>Secur1ty Soho, New York info@secur1ty.com</p>"
1144,Securonix,https://www.securonix.com/,<p>Securonix provides a platform for collecting and analyzing cyber security intelligence for monitoring and threat detection.</p>,"<p>Securonix 5777 W. Century Boulevard, Suite #370 Los Angeles, California 90045 Tel: (310) 641 – 1000</p>"
1145,Securosis,https://www.securosis.com/,"Securosis is an independent security research and advisory firm offering insights into Web 2.0, APT protection, and security investment.","Securosis, LLC
515 E. Carefree Highway, Suite 766
Phoenix, Arizona 85085"
1146,SecuTech,https://www.esecutech.com/,"SecuTech provides a range of products related to software licensing, multi-factor authentication, one time password, smartphone authentication and card readers.","SecuTech
6286 de Normanville
Montreal
Montreal, Quebec H2S 2B6
Canada
sales@esecutech.com
Tel: (888) 259 – 5825 ext. 9"
1147,SecZetta,https://www.seczetta.com/,"SecZetta provides a range of security consulting services, and implementation services in identity, access, and privileged account management.","SecZetta
221 3rd Street
Newport, Rhode Island 02840
Tel: (781) 912 – 3868"
1148,SendSafely,https://www.sendsafely.com/,"SendSafely offers a simple way to securely exchange encrypted files and confidential email with anyone on the web. SendSafely uses end-to-end encryption to protect files before they are transferred, and a split-key encryption model ensures that encrypted files and the keys needed to decrypt those files are kept separate at all times. Users can securely exchange highly sensitive files with the comfort of knowing their data won’t be exposed to anyone - not even SendSafely.","SendSafely
1460 Broadway, 4th Floor
New York, New York 10036
Tel: (877) 255 – 3594"
1149,SendThisFile,https://www.sendthisfile.com/,"SendThisFile provides a secure file transfer solution through an encrypted, trusted intermediary in the cloud.","SendThisFile, Inc.
2250 N. Rock Road, Suite 118-136
Wichita, Kansas 67226-2331
Tel: (855) 736 – 3844"
1150,Senetas,http://www.senetas.com/,Senetas provides defense-grade encryption solutions for government and commercial customers.,"Senetas Security
312 Kings Way
South Melbourne VIC 3205 Australia
Tel: +61 (0)3 9868 4555"
1151,Sengex,https://www.sengex.com/,Sengex provides a range of security solutions for mobile and data protection through partner integration.,"Sengex
1320 Old Chain Bridge Road
Suite 405
McLean, Virginia 22101
Tel: (703) 722 – 6097"
1152,Senrio,https://senr.io/,"Senrio is an enterprise network management company that detects install-gaps, licensing volume mismatches, and rogue devices.","Senrio
1020 SW Taylor St. STE 232
Portland, OR, 97205
Tel: (646) 783-3999"
1153,Sense of Security,https://www.senseofsecurity.com.au/,"Sense of Security provides a range of IT security, governance, compliance, and penetration testing services.","Sense of Security Head Office
Level 8, 66 King Street
Sydney NSW 2000
Australia
Tel: +61 2 9290 4444"
1154,SentinelOne,https://www.sentinelone.com/,SentinelOne provides endpoint security from advanced threats using predictive execution inspection.,"SentinelOne
2513 East Charleston Road, Suite 100
Palo Alto, California 94043
Tel: (855) 868 – 3733"
1155,Sentor,https://www.sentor.se/en/,"Sentor provides managed, technical, and information security services.","Björns Trädgårdsgränd 1, Stockholm
+46 8 545 333 00"
1156,SEPPmail,https://www.SEPPmail.com/,"SEPPmail provides email security solutions for encryption, digital signature, and managed PKI.","SEPPmail AG
Industriestrasse 7 CH-5432
Neuenhof Switzerland
Tel: +41 56 648 28 38
info@seppmail.ch"
1157,Sequitur Labs,https://www.sequiturlabs.com/,Sequitur Labs provides secure hardware-assisted mobile application and advanced device management solutions.,"Sequitur Labs
P.O. Box 1127
Issaquah, Washington 98027
Tel: (425) 654 – 2048"
1158,Sera-Brynn,https://www.sera-brynn.com/,Sera-Brynn provides PCI DSS QSA services as well as security risk management consulting.,"Sera-Brynn
5806 Harbour View Boulevard
Suffolk, Virginia 23435
Tel: (757) 243 – 1257
info@sera-brynn.com"
1159,Sequretek,https://sequretek.com,"<p>Provider of integrated security services intended to protect organizations from cybercrimes. The company's services include controlling of users' access, the security of devices as well as real-time monitoring of the client's security infrastructure using tech intelligence, enabling customers to get access to an understanding of patterns of possible cyber threats and mitigate operational risk.</p>","<p>304, Satellite Silver</p><p>Andheri Kurla Road, Andheri (E)</p><p>Mumbai, Maharashtra 400059</p><p>India</p>"
1160,Sertainty,https://www.sertainty.com/,"Sertaintry offers developers an ability to embed intelligence into data-files, empowering data with an ability to act and react to its environment.","Sertainty Corporation
1420 Donelson Pike
Suite A-20
Nashville, Tennessee
37217
Tel: 1-615-846-5500
 "
1161,SEWORKS,https://se.works/,SEWORKS provides offensive and defensive app security that ensures mobile and web apps are safe from dangerous hacking threats that can destroy intellectual property and expose sensitive user information.,"SEWORKS
530 Howard St
San Francisco, US"
1162,Shaka Technologies,https://www.shakatechnologies.com/,"Shaka provides Web security, load balancing, acceleration, and related network security product solutions.","Shaka Technologies
Elgar Drive
Witham Essex
CM8 1QD
United Kingdom
Tel: +44 203 397 2168"
1163,Sharktech,https://sharktech.net/,Sharktech provides a gateway solution for protecting against distributed denial of service attacks.,"Sharktech
3315 E. Russell Rd.
A4 # 112
Las Vegas, Nevada 89120
Tel: (844) 706 – 7383"
1164,Shearwater Group,https://shearwatergroup.com,"<p>Shearwater Group provides services and solutions to support an organisation’s overall resilience. Our solutions help businesses manage the interaction between technology, process and people so that they remain operationally resilient. We provide peace of mind that information assets, applications and infrastructure are protected, plus the means to rebound and recover if things go wrong</p>","<p>1 King William Street&nbsp;&nbsp;</p><p>London, EC4N 7AF</p><p>United Kingdom</p>"
1165,Shield Square,,<p>ACQUIRED BY RADWARE JAN 2019</p>,
1166,ShiftLeft,https://www.shiftleft.io/,ShiftLeft is a cloud security solutions company that creates solutions specific to each version of each application.,"2880 Lakeside Drive
Suite 331
Santa Clara, CA 95054"
1167,Shift Technology,https://www.shift-technology.com/,Shift Technology is a start-up that specializes in insurance fraud detection.,"6 Square Albin Cachot
Paris, France"
1168,Siemens,https://www.siemens.com/,"Siemens provides solutions for energy, electrification, and automation, including cyber security for power grid.","Siemens AG
Werner-von-Siemens-Straße 1
Munich
Germany
Tel: +49 (69) 797 6660"
1169,Siemplify,https://www.siemplify.co/,Siemplify provides a holistic Security Operations Platform that empowers security analysts to work smarter and respond faster.,"Siemplify
1239 Broadway, Suite 1508
New York, New York 10006
contact@siemplify.co"
1170,Sift,https://sift.com,<p>Sift offers software to watch for fraudulent activity on payment networks and e-commerce websites. Sift uses machine learning algorithms to analyze user behavior patterns.</p>,"<p>325 Pacific Avenue Suite 200 San Francisco, CA 94111</p>"
1171,SignaCert,https://www.signacert.com/,SignaCert provides product solutions for automated continuous monitoring of IT and security compliance.,"SignaCert
Austin, Texas 78738
Tel: (855) 871 – 8761"
1172,Fastly,https://www.fastly.com/,"<p>Fastly acquired Signal Sciences who offers next-gen WAF and RASP, DDoS, and bot protection.</p>","<p>475 Brannan St. #300 </p><p>San Francisco, CA 94107</p>"
1173,Signifyd,https://www.signifyd.com/,"Signifyd uses big data, machine learning and domain expertise that helps online merchants provide a friction-free buying experience by shifting fraud liability from merchants to Signifyd.","Signifyd
2540 North First Street, 3rd Floor
San Jose, California 95131"
1174,Silent Circle,https://www.silentcircle.com/,"Silent Circle provides encrypted communications for mobile, video, and voice services.","Silent Circle, US Headquarters
4210 Fairfax Corner West Avenue
Suite 215
Fairfax, VA 22033
Tel: (202) 499 - 6427

Silent Circle
Le Grand-Saconnex, Switzerland
Tel: +41 (0) 22 518 26 02"
1175,Silobreaker,http://www.silobreaker.com/,Silobreaker provides an app for security and intelligence professionals to keep track of open source data from the Web.,"Silobreaker Limited
Holden House, 4th Floor
57 Rathbone Place
London W1T 1JU
United Kingdom
Tel: +44 (0) 870 366 6737"
1176,Simeio,https://www.simeiosolutions.com/,"Simeio is a complete Identity and Access Management (IAM) solution provider that engages securely with anyone, anywhere, anytime, with an unparalleled “service first” philosophy.

 ","Simeio
55 Ivan Allen Jr. Blvd., Suite 350
Atlanta, GA 30308                                                                     
Tel: (770) 282 – 4442
 "
1177,Singular Security,https://www.singularsecurity.com/,Singular Security provides a suite of security and compliance consulting services including risk analysis management and vulnerability assessment.,"Singular Security
17601 17th Street, #240
Tustin, California 92780
Tel: (714) 669 – 1618"
1178,Sirius Computer Solutions,https://www.siriuscom.com,"<p>Sirius is a national integrator of technology-based business solutions that span the enterprise, including the data center and lines of business. Built on products and services from the world’s top technology companies, Sirius solutions are installed, configured and supported by our Staff.</p>","<p><span style=""background-color: rgb(246, 246, 246); color: rgb(58, 58, 58);"">10100 Reunion Place, Suite 500</span></p><p><span style=""background-color: rgb(246, 246, 246); color: rgb(58, 58, 58);"">San Antonio, TX 78216</span></p>"
1179,Sirrix AG Security Technologies,https://www.sirrix.com/,"Sirrix AG Security Technologies provides a range of IT security products including endpoint security, trusted VPN, and voice encryption.","Mühldorfstraße 15, 81671
Munich, Germany
Phone: +49 89 41 29 - 0 "
1180,SiteLock,https://www.sitelock.com/,<p>SiteLock provides Website security solutions including a Web application firewall and scanner.</p>,"<p>SiteLock 8701 E. Hartford Drive Suite 200 Scottsdale, Arizona 85255 Tel: (855) 378 - 6200</p>"
1181,Sixgill,https://www.sixgill.com/,"Sixgill enables the governance of connected assets—people, places and things —with our universal sensor data services platform for easier, faster, and more flexible IoE application development. We unlock the value of IoE and IoT by taking noisy, voluminous data and identifying exception events—the valuable data intersections that are pertinent to business problems that our customers care about in the moment.","312 Arizona Avenue, Santa Monica, CA 90401"
1182,Skillbridge Security,http://www.skillbridgetraining.com/index.shtml,Skillbridge Security provides a range of cyber security training services including tailored courses.,"Skillbridge Security
163 Candlestick Road
North Andover, Massachusetts 01845
Tel: (781) 466 – 6371"
1183,Skybox Security,https://www.skyboxsecurity.com/,"Skybox Security provides an integrated cybersecurity management platform rooted in analytics, modeling and simulation used to manage vulnerabilities, threats, security policy, firewalls and firewall changes.","Skybox Security Inc.
2077 Gateway Place, Suite 200
San Jose, California 95110
Tel: (408) 441 – 8060"
1184,Smoothwall,https://www.smoothwall.com/,Smoothwall was founded to support commercially supported open source software products including firewalls.,"UK Head Office
Avalon House, 1 Savannah Way
Leeds Valley Park, Leeds
LS10 1AB
United Kingdom
Tel: +44 (0)870 1999 500

Key Executives
Lawrence Manning serves as Principal Developer of Smoothwall."
1185,Snyk,https://snyk.io,<p>Devops vulnerabiity application for native cloud application security.</p>,"<p>100 Summer St, 7th floor</p><p>Boston, MA 02110</p>"
1186,SOC Experts,https://www.socexperts.com,"<p>Live, online training for SOC team members. </p>","<p><span style=""color: rgba(0, 0, 0, 0.6);"">Bengaluru, Karnataka</span></p>"
1187,Socure,https://www.socure.com/,Socure provides social biometric solutions for identity verification and on-line fraud detection.,"Socure
110 Fifth Avenue, 5th Floor
New York, New York 10011
Tel: (866) 932 – 9013"
1188,Soffid,http://www.soffid.com/,Soffid provides an identity and access management platform supporting identity governance across the enterprise.,"Soffid
Carrer Galileo Galilei, 07121 Palma
Illes Balears
Spain"
1189,Software Diversified Services,https://www.sdsusa.com/,Software Diversified Services provides mainframe software and multi-platform security including encryption.,"Software Diversified Services
1322 81st Avenue Northeast
Spring Lake Park, Minnesota 55432-2116
Tel: (763) 571 – 9000"
1190,SOFTwarfare,https://www.softwarfare.com,<p>Provides customers with SaaS cyber security solutions for iPaaS and MFA.</p>,"<p>7301 Mission RD, Suite 141</p><p>Prairie Village, KS 66208</p><p><br></p>"
1191,SolarWinds,https://www.solarwinds.com/,"In addition to network performance, application, and database monitoring, SolarWinds offers IT security and compliance solutions, as well as file integrity monitoring.","SolarWinds
7171 Southwest Parkway
Building 400
Austin, Texas 78735
Tel: (512) 682 – 9300"
1192,Soliton,http://www.solitonca.com/,"Soliton Systems develops technology for IT security, remote live broadcasting and special unique embedded solutions.","Soliton Headquartera
3900 Kilroy Airport Way, Suite 280
Long Beach, California 90806
Tel: (714) 243 - 6121"
1193,Somansa,http://www.somansatech.com/,<p>Somansa provides a range of network and endpoint DLP solutions for the enterprise.</p>,"<p>Somansa 3003 N 1st Street, Suite #301 San Jose, California 95134 Tel: (408) 701 - 1302</p>"
1194,SomerData,http://somerdata.com/,SomerData provides law enforcement solutions for surveillance and communications.,"Somerdata Ltd.
1 Riverside Business Park
St. Annes Road
Bristol BS4 4ED
Tel: +44 (0) 1179 634050
info@somerdata.com"
1195,Sonatype,https://www.sonatype.com/,Sonatype provides open source dev/ops tools including Nexus firewall for software development organizations.,"Sonatype
8161 Maple Lawn Boulevard, # 250
Fulton, Maryland 20759
Tel: (877) 866 – 2836"
1196,Sonavation,https://www.sonavation.com/,Sonavation designs and manufactures biometric fingerprint sensors using ultrasound technology.,"Sonavation
3970 RCA Boulevard, Suite #7003
Palm Beach Gardens, Florida 33410
Tel: (561) 209 – 1201"
1197,Sophos,https://www.sophos.com/,"Sophos provides a range of IT security products including unified threat management, next-generation firewall, and endpoint protections focused on malware.","Sophos Blobal Headquarters
The Pentagon Abingdon Science Park
Abingdon, OX 14 3YP, UK"
